sample_id	demo1_IG	demo2_IG	demo3_IG
demo1_IG	1	0.409817317730268	0.27632084198937
demo2_IG	0.409817317730268	1	-0.0428119636445231
demo3_IG	0.27632084198937	-0.0428119636445231	1
