sample_id	demo1_IG	demo2_IG	demo3_IG
demo1_IG	1	0.069189398174931	0.0941096921653983
demo2_IG	0.069189398174931	1	-0.012144956227558
demo3_IG	0.0941096921653983	-0.012144956227558	1
