sample_id	demo1_IG	demo2_IG	demo3_IG
demo1_IG	1	0.731634145183264	0.463030337581126
demo2_IG	0.731634145183264	1	0.326428995661666
demo3_IG	0.463030337581126	0.326428995661666	1
